,accuracy,precision,recall,f1,training time
0,0.7093023255813954,0.8181818181818182,0.5869565217391305,0.6835443037974683,1864.0773720741272
1,0.5348837209302325,0.625,0.32608695652173914,0.42857142857142855,1897.7920861244202
2,0.6627906976744186,0.6888888888888889,0.6739130434782609,0.6813186813186813,1876.973509311676
3,0.6046511627906976,0.603448275862069,0.7608695652173914,0.6730769230769231,1899.5410611629486
4,0.686046511627907,0.8518518518518519,0.5,0.6301369863013698,1895.6157386302948
