,accuracy,precision,recall,f1,training time
0,0.7093023255813954,0.6341463414634146,0.7222222222222222,0.6753246753246753,2013.9943180084229
1,0.7209302325581395,0.6304347826086957,0.8055555555555556,0.7073170731707317,1999.9408235549927
2,0.7209302325581395,0.625,0.8333333333333334,0.7142857142857143,1980.1076111793518
3,0.7093023255813954,0.627906976744186,0.75,0.6835443037974683,1997.6227469444275
4,0.7093023255813954,0.6222222222222222,0.7777777777777778,0.691358024691358,2005.5303483009338
