,accuracy,precision,recall,f1,training time
0,0.7441860465116279,0.7857142857142857,0.717391304347826,0.75,1982.349770784378
1,0.6976744186046512,0.7631578947368421,0.6304347826086957,0.6904761904761905,1889.2999036312103
2,0.7325581395348837,0.7804878048780488,0.6956521739130435,0.735632183908046,1912.344250679016
3,0.7674418604651163,0.7954545454545454,0.7608695652173914,0.7777777777777778,1913.1316030025482
4,0.627906976744186,0.675,0.5869565217391305,0.627906976744186,1912.3407080173492
